subtypes
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Ionocytes
Ionocytes
Ionocytes
Ionocytes
Basal
Ionocytes
Basal
Basal
Ionocytes
Ionocytes
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Ionocytes
Basal
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Ionocytes
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Ionocytes
Basal
Basal
Ionocytes
Basal
Basal
Basal
Basal
Basal
Basal
Ionocytes
Ionocytes
Basal
Basal
